Ticket_Number,O_Violation_Location_Borough,O_Violation_Location_Block_No.,O_Violation_Location_Lot_No,O_Violation_Location_House_No.,O_Violation_Location_Street_Name,O_Violation_Location_City,O_Violation_Location_Zip_Code,O_Violation_Location_State_Name,Category (Gemini),Revised_Address (Gemini)
206200794,NOT NYC,.,.,.,W 48 6 AVE,.,.,.,Intersection,W 48 ST AND 6 AVE
207826640,QUEENS,.,.,.,METROPOLITAN AVE 73 PL,QUEENS,.,NEW YORK,Intersection,METROPOLITAN AVE AND 73 PL
209572651,MANHATTAN,1771,59,120,EAST 123 STREET,NEW YORK,10035,NEW YORK,Full Address,120 EAST 123 STREET
209587520,MANHATTAN,.,.,.,E 126 ST PARK AVE,NEW YORK,.,NEW YORK,Intersection,E 126 ST AND ST PARK AVE
211744354,NOT NYC,.,.,.,W 32 ST 6TH AVE,.,.,.,Intersection,W 32 ST AND ST 6TH AVE
211744363,NOT NYC,.,.,.,W 33RD BROADWAY,.,.,.,Insufficient Information,W 33RD BROADWAY
211746527,MANHATTAN,.,.,.,W 48 ST 6 AVE,NEW YORK,.,NEW YORK,Intersection,W 48 ST AND ST 6 AVE
211749708,NOT NYC,.,.,.,W 48 6 AVE N W,.,.,.,Intersection,W 48 ST AND 6 AVE N W
211749726,MANHATTAN,.,.,.,W 33 BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 33 ST AND BROADWAY
196457131,BROOKLYN,3024,1,112,MAUJER STREET,BROOKLYN,11206,NEW YORK,Full Address,112 MAUJER STREET
197890038,MANHATTAN,1015,29,200,WEST 44 STREET,NEW YORK,10036,NEW YORK,Full Address,200 WEST 44 STREET
198465612,MANHATTAN,1514,39,186,EAST 86 STREET,NEW YORK,10028,NEW YORK,Full Address,186 EAST 86 STREET
199293142,QUEENS,.,.,.,N E C O 147 AVE GUY R BREWER,QUEENS,.,NEW YORK,Intersection,147 AVE AND GUY R BREWER
206201600,MANHATTAN,.,.,.,34TH STREET BROADWAY,NEW YORK,.,NEW YORK,Intersection,34TH STREET AND BROADWAY
209571230,MANHATTAN,.,.,.,S W CORNER E 124 2 AVE,NEW YORK,.,NEW YORK,Insufficient Information,S W CORNER E 124 2 AVE
211743492,MANHATTAN,.,.,.,WEST 42 ST 8TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 42 ST AND ST 8TH AVE
211743501,MANHATTAN,.,.,.,WEST 34 STREET 8TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 34 ST AND STREET 8TH AVE
211744372,MANHATTAN,810,1,151,WEST   34 STREET,NEW YORK,10001,NEW YORK,Full Address,151 WEST   34 STREET
211744381,MANHATTAN,810,1,151,WEST   34 STREET,NEW YORK,10001,NEW YORK,Full Address,151 WEST   34 STREET
211745775,MANHATTAN,.,.,.,W 34 ST 8 AVE,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST 8 AVE
211745793,MANHATTAN,.,.,.,WEST 42 ST 8 AVE,NEW YORK,.,NEW YORK,Intersection,WEST 42 ST AND ST 8 AVE
211745802,MANHATTAN,.,.,.,W 34 ST 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST 7 AVE
211747580,MANHATTAN,.,.,.,W 33 ST 6 AVENUE,NEW YORK,.,NEW YORK,Intersection,W 33 ST AND ST 6 AVENUE
211748470,MANHATTAN,.,.,.,S W W 34 ST 7TH AVENUE,NEW YORK,.,NEW YORK,Intersection,S W W 34 ST AND 7TH AVENUE
211752155,MANHATTAN,.,.,.,HUDSON ST AND VESTERY ST,NEW YORK,.,NEW YORK,Intersection,HUDSON ST AND VESTERY ST
211814891,BROOKLYN,.,.,.,NN C O BEDFORD AVE PARK AV,BROOKLYN,.,NEW YORK,Intersection,NN AND BEDFORD AVE PARK AV
211916174,NOT NYC,.,.,1585,BROADWAY,.,.,.,Full Address,1585 BROADWAY
211916477,MANHATTAN,1019,7502,1585,BROADWAY,NEW YORK,10036,.,Full Address,1585 BROADWAY
208119753,BROOKLYN,.,.,.,C O MYRTLE AV MARCUS GARVEY,BROOKLYN,.,NEW YORK,Intersection,MYRTLE AV AND MARCUS GARVEY
209580984,MANHATTAN,1788,22,251,EAST 123 STREET,NEW YORK,10035,NEW YORK,Full Address,251 EAST 123 STREET
209580993,MANHATTAN,.,.,.,E 125 ST PARK AVE S E,NEW YORK,.,NEW YORK,Intersection,E 125 ST AND ST PARK AVE S E
209581002,MANHATTAN,.,.,.,E 125 ST 3 AVE S E,NEW YORK,.,NEW YORK,Intersection,E 125 ST AND ST 3 AVE S E
209582726,MANHATTAN,.,.,.,E 132 ST 5 AVE,NEW YORK,.,NEW YORK,Intersection,E 132 ST AND ST 5 AVE
209589610,MANHATTAN,.,.,2002,5 AVENUE,NEW YORK,10035,NEW YORK,Full Address,2002 5 AVENUE
209589629,MANHATTAN,.,.,2002,5 AVENUE,NEW YORK,10035,NEW YORK,Full Address,2002 5 AVENUE
209590069,MANHATTAN,.,.,.,W 42 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND ST BROADWAY
209591948,MANHATTAN,.,.,1535,BROADWAY,NEW YORK,10036,.,Full Address,1535 BROADWAY
209591957,MANHATTAN,.,.,700,8 AVENUE,NEW YORK,10036,.,Full Address,700 8 AVENUE
209591966,MANHATTAN,.,.,716,7 AVENUE,NEW YORK,10036,.,Full Address,716 7 AVENUE
209591975,MANHATTAN,.,.,1535,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1535 BROADWAY
209591984,MANHATTAN,1014,20,217,WEST 42 STREET,NEW YORK,10036,NEW YORK,Full Address,217 WEST 42 STREET
209591993,MANHATTAN,.,.,5,TIMES SQUARE,NEW YORK,10036,.,Full Address,5 TIMES SQUARE
209593919,MANHATTAN,.,.,1536,.,NEW YORK,10036,NEW YORK,Full Address,1536 .
209593928,MANHATTAN,.,.,1535,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1535 BROADWAY
209598611,MANHATTAN,.,.,1560,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1560 BROADWAY
209598630,MANHATTAN,999,3,1560,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1560 BROADWAY
209598777,MANHATTAN,.,.,1515,BROADWAY,NEW YORK,10036,.,Full Address,1515 BROADWAY
209598795,MANHATTAN,.,.,1550,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1550 BROADWAY
209599070,MANHATTAN,997,10,148,WEST 45 STREET,NEW YORK,10036,NEW YORK,Full Address,148 WEST 45 STREET
209599143,MANHATTAN,995,5,1472,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1472 BROADWAY
209599170,MANHATTAN,998,7501,1540,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1540 BROADWAY
209599180,MANHATTAN,1013,39,214,WEST 42 STREET,NEW YORK,10036,NEW YORK,Full Address,214 WEST 42 STREET
209599199,MANHATTAN,995,5,1472,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1472 BROADWAY
209599208,MANHATTAN,.,.,200,WEST 42 STREET,NEW YORK,10036,NEW YORK,Full Address,200 WEST 42 STREET
209600225,QUEENS,.,.,.,N B 94 AVE 104 STREET,QUEENS,.,NEW YORK,Intersection,94 AVE AND 104 STREET
209603819,QUEENS,.,.,.,103 AVE ROCKAWAY BLVD S W,QUEENS,.,NEW YORK,Intersection,103 AVE AND ROCKAWAY BLVD S W
209606220,QUEENS,.,.,.,I O JAMAICA AVE LEFFERTS BLV,QUEENS,.,NEW YORK,Intersection,JAMAICA AVE AND LEFFERTS BLV
209635214,BROOKLYN,.,.,.,IRVING AVENUE WEIRFIELD STRE,BROOKLYN,.,NEW YORK,Insufficient Information,IRVING AVENUE WEIRFIELD STRE
209635241,BROOKLYN,.,.,.,N B BROADWAY I O E B PALMETT,BROOKLYN,.,NEW YORK,Intersection,BROADWAY AND E B PALMETT
211621612,BROOKLYN,.,.,.,EAST 94 STREET I O ROST PL,BROOKLYN,.,NEW YORK,Intersection,EAST 94 STREET AND ROST PL
211631009,BROOKLYN,.,.,.,I O 15TH AVE 44 STREET,BROOKLYN,.,NEW YORK,Intersection,15TH AVE AND 44 STREET
211635023,BROOKLYN,.,.,.,AVE N OCEAN PARKWAY,BROOKLYN,.,NEW YORK,Insufficient Information,AVE N OCEAN PARKWAY
211636215,BROOKLYN,5455,56,1737,50 STREET,BROOKLYN,11204,NEW YORK,Full Address,1737 50 STREET
211649379,BROOKLYN,794,39,5000,8 AVENUE,BROOKLYN,11220,NEW YORK,Full Address,5000 8 AVENUE
211689840,BROOKLYN,.,.,.,AVE U E 38 ST WB,BROOKLYN,.,NEW YORK,Intersection,AVE U E 38 ST AND WB
211723041,BROOKLYN,938,37,62,PROSPECT PLACE,BROOKLYN,11217,NEW YORK,Full Address,62 PROSPECT PLACE
211727212,BROOKLYN,.,.,.,I O 5 AVENUE AND CARROLL STR,BROOKLYN,.,NEW YORK,Intersection,5 AVENUE AND CARROLL STR
211728844,BROOKLYN,950,2,181,5 AVENUE,BROOKLYN,11217,NEW YORK,Full Address,181 5 AVENUE
211740412,NOT NYC,.,.,.,W 42 5TH AVE,.,.,.,Intersection,W 42 ST AND 5TH AVE
211740421,NOT NYC,.,.,.,W 42 ST 5TH AVE,.,.,.,Intersection,W 42 ST AND ST 5TH AVE
211740724,NOT NYC,.,.,.,W 46 STREET AND BROADWAY,.,.,.,Intersection,W 46 STREET AND BROADWAY
211740733,NOT NYC,.,.,.,W 46 STREET AND BROADWAY,.,.,.,Intersection,W 46 STREET AND BROADWAY
211740742,NOT NYC,.,.,.,WEST 46 STREET AND BROADWAY,.,.,.,Intersection,WEST 46 STREET AND BROADWAY
198217764,MANHATTAN,1263,1,1200,AVENUE OF THE AMERICAS,NEW YORK,10036,NEW YORK,Full Address,1200 AVENUE OF THE AMERICAS
198217773,MANHATTAN,1263,1,1200,AVENUE OF THE AMERICAS,NEW YORK,10036,NEW YORK,Full Address,1200 AVENUE OF THE AMERICAS
198217782,MANHATTAN,1267,34,640,5 AVENUE,NEW YORK,10019,NEW YORK,Full Address,640 5 AVENUE
198217800,MANHATTAN,1267,34,640,5 AVENUE,NEW YORK,10019,NEW YORK,Full Address,640 5 AVENUE
198909490,STATEN IS,.,.,.,AMBOY RD TYSENS LN,STATEN ISLAND,.,NEW YORK,Intersection,AMBOY RD AND TYSENS LN
199527094,QUEENS,.,.,.,W B GCP SR RD 168TH ST,QUEENS,.,NEW YORK,Intersection,GCP SR RD AND 168TH ST
199929658,BROOKLYN,.,.,.,C O EAST 52 AND FOSTER AVE,BROOKLYN,.,NEW YORK,Intersection,EAST 52 AND FOSTER AVE
200139400,BROOKLYN,.,.,.,44 STREET 4 AVENUE,BROOKLYN,.,NEW YORK,Intersection,44 STREET AND 4 AVENUE
200158842,BROOKLYN,1315,27,320,EMPIRE BOULEVARD,BROOKLYN,11225,NEW YORK,Full Address,320 EMPIRE BOULEVARD
201023543,BRONX,.,.,E1388,BROWN PL,BRONX,.,NEW YORK,Full Address,E1388 BROWN PL
201126366,NOT NYC,.,.,.,6TH AVE AND W 36TH ST,.,.,.,Intersection,6TH AVE AND W 36TH ST
201126375,NOT NYC,.,.,.,40TH ST 7TH AVE,.,.,.,Intersection,40TH ST AND 7TH AVE
201614519,BROOKLYN,.,.,.,ROCKAWAY AVE LIVONIA AVE,BROOKLYN,.,NEW YORK,Intersection,ROCKAWAY AVE AND LIVONIA AVE
202956490,MANHATTAN,1016,11,235,WEST 44 STREET,NEW YORK,10036,NEW YORK,Full Address,235 WEST 44 STREET
204748318,BRONX,.,.,.,SE 182 ST,BRONX,.,NEW YORK,Insufficient Information,SE 182 ST
211744134,NOT NYC,.,.,.,43 ST 6 AVE,.,.,.,Intersection,43 ST AND 6 AVE
211744868,NOT NYC,.,.,.,W 41ST 6 AVE,.,.,.,Insufficient Information,W 41ST 6 AVE
211748772,NOT NYC,.,.,.,W 44 ST AND 7 AVE,.,.,.,Intersection,W 44 ST AND 7 AVE
211749286,MANHATTAN,.,.,.,WEST 44TH ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,WEST 44TH ST AND BROADWAY
212090120,BRONX,3778,24,1244,MORRISON AVENUE,BRONX,10472,NEW YORK,Full Address,1244 MORRISON AVENUE
214544330,BROOKLYN,.,.,.,N W CORNER GRAND ST RIVER ST,BROOKLYN,.,NEW YORK,Intersection,N W CORNER GRAND ST AND RIVER ST
214544340,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214544359,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214544478,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214544487,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
196669120,NOT NYC,.,.,.,W 40 ST 7TH AVE,.,.,.,Intersection,W 40 ST AND ST 7TH AVE
198217829,MANHATTAN,998,7501,1540,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1540 BROADWAY
198273130,QUEENS,.,.,.,90 AVE 39 STREET,QUEENS,.,NEW YORK,Intersection,90 AVE AND 39 STREET
198421310,MANHATTAN,.,.,.,W 126 STREET AMSTERDAM AVE,NEW YORK,.,NEW YORK,Intersection,W 126 ST AND STREET AMSTERDAM AVE
198421356,MANHATTAN,.,.,.,W 122 ST RIVERSIDE DRIVE,NEW YORK,.,NEW YORK,Intersection,W 122 ST AND ST RIVERSIDE DRIVE
198909141,STATEN IS,.,.,.,HYLAN BLVD-LINCOLN AVE,STATEN ISLAND,.,NEW YORK,Insufficient Information,HYLAN BLVD-LINCOLN AVE
200738203,BRONX,.,.,.,E MOSHOLU PKWY N DECATUR,BRONX,.,NEW YORK,Intersection,E MOSHOLU PKWY AND N DECATUR
201053335,BRONX,.,.,.,BRUCKNER BLVD AND BALCOM,BRONX,.,NEW YORK,Intersection,BRUCKNER BLVD AND BALCOM
201227171,NOT NYC,.,.,1155,AVENUE OF THE AMERICAS,.,.,.,Full Address,1155 AVENUE OF THE AMERICAS
201440214,BROOKLYN,1671,19,500,MACON STREET,BROOKLYN,11233,NEW YORK,Full Address,500 MACON STREET
203068241,QUEENS,.,.,.,N W C O 103 AVE 90 ST,QUEENS,.,NEW YORK,Intersection,103 AVE AND 90 ST
206212564,QUEENS,.,.,.,172 ST I O 93 AVE,QUEENS,.,NEW YORK,Intersection,172 ST AND 93 AVE
207637944,QUEENS,.,.,.,142 ST 111 AVE,QUEENS,.,NEW YORK,Intersection,142 ST AND 111 AVE
207638036,QUEENS,.,.,.,111 AVE LINDEN BLVD VAN WYCK,QUEENS,.,NEW YORK,Intersection,111 AVE AND LINDEN BLVD VAN WYCK
211742970,NOT NYC,.,.,.,W 46TH 7 AVE,.,.,.,Insufficient Information,W 46TH 7 AVE
211749670,MANHATTAN,.,.,620,8 AVENUE,NEW YORK,10018,.,Full Address,620 8 AVENUE
212209461,MANHATTAN,.,.,.,W 40 ST 8 AVE,NEW YORK,.,NEW YORK,Intersection,W 40 ST AND ST 8 AVE
198035200,MANHATTAN,.,.,.,W B E 35TH ST LEXINGTON AVE,NEW YORK,.,NEW YORK,Intersection,E 35TH ST AND LEXINGTON AVE
198057274,MANHATTAN,1055,31,651,9 AVENUE,NEW YORK,10036,NEW YORK,Full Address,651 9 AVENUE
198721775,STATEN IS,.,.,.,PARK AVE BENNET,STATEN ISLAND,.,NEW YORK,Intersection,PARK AVE AND BENNET
198721784,STATEN IS,.,.,.,C O PARK BENNETT,STATEN ISLAND,.,NEW YORK,Intersection,PARK AND BENNETT
199049382,QUEENS,1473,45,85-09,ROOSEVELT AVENUE,JACKSON HEIGHTS,11372,NEW YORK,Full Address,85-09 ROOSEVELT AVENUE
199049777,QUEENS,.,.,.,114 ST AND 34 AVE,QUEENS,.,NEW YORK,Intersection,114 ST AND 34 AVE
199208525,QUEENS,5037,8,133-20,ROOSEVELT AVENUE,FLUSHING,11354,NEW YORK,Full Address,133-20 ROOSEVELT AVENUE
199366952,QUEENS,11623,30,111-48,LEFFERTS BOULEVARD,SOUTH OZONE PAR,11420,NEW YORK,Full Address,111-48 LEFFERTS BOULEVARD
200037292,BROOKLYN,.,.,.,4TH AVE AND UNION ST,BROOKLYN,.,NEW YORK,Intersection,4TH AVE AND UNION ST
200871193,BRONX,.,.,.,COMMERCE AVE SEABURY AVE,BRONX,.,NEW YORK,Intersection,COMMERCE AVE AND SEABURY AVE
201053380,BRONX,5650,1,.,PELHAM BAY PARK,BRONX,10464,NEW YORK,Insufficient Information,PELHAM BAY PARK
201467384,BROOKLYN,1768,37,652,WILLOUGHBY AVENUE,BROOKLYN,11206,NEW YORK,Full Address,652 WILLOUGHBY AVENUE
202865769,QUEENS,.,.,.,HARROW STR 71 AVE,QUEENS,.,NEW YORK,Insufficient Information,HARROW STR 71 AVE
206212041,.,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher
206212766,BRONX,.,.,.,GRAND CONCOURSE E 169 ST,BRONX,.,NEW YORK,Insufficient Information,GRAND CONCOURSE E 169 ST
211744143,NOT NYC,.,.,.,W 40 ST 7 AVE,.,.,.,Intersection,W 40 ST AND ST 7 AVE
211745380,MANHATTAN,.,.,1293,BROADWAY,NEW YORK,10001,NEW YORK,Full Address,1293 BROADWAY
211745537,MANHATTAN,.,.,.,CANAL ST BROADWAY N E,NEW YORK,.,NEW YORK,Intersection,CANAL ST AND BROADWAY N E
211746462,NOT NYC,.,.,.,35TH ST BROADWAY,.,.,.,Intersection,35TH ST AND BROADWAY
211747333,NOT NYC,.,.,.,W 40 8 AVENUE,.,.,.,Intersection,W 40 ST AND 8 AVENUE
211747571,MANHATTAN,.,.,.,S W WEST 34 ST 6TH AVENUE,NEW YORK,.,NEW YORK,Intersection,S W WEST 34 ST AND 6TH AVENUE
211977462,MANHATTAN,.,.,22,WEST 124 STREET,NEW YORK,10027,NEW YORK,Full Address,22 WEST 124 STREET
197917547,MANHATTAN,.,.,.,W 28 ST AND AVE OF AMERICAS,NEW YORK,.,NEW YORK,Intersection,W 28 ST AND AVE OF AMERICAS
198035210,MANHATTAN,.,.,.,EAST 58 STREET 1ST AVENUE,NEW YORK,.,NEW YORK,Intersection,EAST 58 ST AND STREET 1ST AVENUE
198437810,MANHATTAN,.,.,.,WEST 145 BROADWAY,NEW YORK,.,NEW YORK,Intersection,WEST 145 ST AND BROADWAY
198689096,MANHATTAN,1789,27,258C,EAST 125 STREET,NEW YORK,10035,NEW YORK,Full Address,258C EAST 125 STREET
199162747,QUEENS,.,.,.,I O 108 ST 43 AVE,QUEENS,.,NEW YORK,Intersection,108 ST AND 43 AVE
199623436,QUEENS,.,.,.,SW PARSONS BLVD AT 87 AVENUE,QUEENS,.,NEW YORK,Intersection,SW PARSONS BLVD AND 87 AVENUE
200383490,BRONX,.,.,.,S W C O EAST 163 ST 3 AVE,BRONX,.,NEW YORK,Intersection,EAST 163 ST AND ST 3 AVE
200440644,BRONX,3747,88,1106,METCALF AVENUE,BRONX,10472,NEW YORK,Full Address,1106 METCALF AVENUE
200822802,BRONX,.,.,.,BOSTON ROAD,BRONX,.,NEW YORK,Intersection,BOSTON AND ROAD
200823050,BRONX,5286,5,4220,BOSTON ROAD,BRONX,10475,NEW YORK,Full Address,4220 BOSTON ROAD
204696012,MANHATTAN,.,.,.,E 66 ST 1 AVENUE,NEW YORK,.,NEW YORK,Intersection,E 66 ST AND ST 1 AVENUE
207715540,BROOKLYN,.,.,1031,RUTLAND ROAD,BROOKLYN,11212,NEW YORK,Full Address,1031 RUTLAND ROAD
208117856,BROOKLYN,.,.,.,MYRTLE THROOP,BROOKLYN,.,NEW YORK,Intersection,MYRTLE AND THROOP
209580562,MANHATTAN,.,.,.,S E C EAST 117TH ST PARK AVE,NEW YORK,.,NEW YORK,Intersection,S E C EAST 117TH ST AND PARK AVE
209606623,QUEENS,.,.,.,121ST HILLSIDE AVE,.,.,NEW YORK,Insufficient Information,121ST HILLSIDE AVE
211747690,MANHATTAN,.,.,.,W 36 7TH AVE,NEW YORK,.,NEW YORK,Intersection,W 36 ST AND 7TH AVE
211899629,MANHATTAN,.,.,100,KENMARE STREET,NEW YORK,10012,NEW YORK,Full Address,100 KENMARE STREET
211913819,MANHATTAN,.,.,.,W 31 5 AVENUE,NEW YORK,.,NEW YORK,Intersection,W 31 ST AND 5 AVENUE
196446829,BROOKLYN,3010,19,152,GRATTAN STREET,BROOKLYN,11237,NEW YORK,Full Address,152 GRATTAN STREET
196662960,BRONX,4205,1,1400,PELHAM PARKWAY,BRONX,10461,NEW YORK,Full Address,1400 PELHAM PARKWAY
197918582,MANHATTAN,.,.,.,E 17 STREET 5 AVENUE S E COR,NEW YORK,.,NEW YORK,Intersection,E 17 ST AND STREET 5 AVENUE S E COR
198090779,MANHATTAN,.,.,.,I O MURRAY WEST STREET,NEW YORK,.,NEW YORK,Insufficient Information,MURRAY WEST STREET
198692020,MANHATTAN,.,.,.,WEST 95 STREET AND AMSTERDAM,NEW YORK,.,NEW YORK,Intersection,WEST 95 STREET AND AMSTERDAM
198850017,STATEN IS,.,.,.,WOODROW RD ROSSVILLE AVE,STATEN ISLAND,.,NEW YORK,Intersection,WOODROW RD AND ROSSVILLE AVE
198970806,QUEENS,.,.,.,31 AVENUE 95 STREET,QUEENS,.,NEW YORK,Insufficient Information,31 AVENUE 95 STREET
199590261,QUEENS,15557,1,16-04,MOTT AVENUE,FAR ROCKAWAY,11691,NEW YORK,Full Address,16-04 MOTT AVENUE
199792185,BROOKLYN,5194,6,2814,CLARENDON ROAD,BROOKLYN,11226,NEW YORK,Full Address,2814 CLARENDON ROAD
200187837,BROOKLYN,.,.,.,C O NOSTRAND AVENUE AVENUE Z,BROOKLYN,.,NEW YORK,Insufficient Information,NOSTRAND AVENUE AVENUE Z
200769847,BRONX,.,.,.,N B GARRISON AVE LONGWOOD AV,BRONX,.,NEW YORK,Intersection,GARRISON AVE AND LONGWOOD AV
200858819,BRONX,.,.,.,COSTER STREET SPOFFORD AVE,BRONX,.,NEW YORK,Intersection,COSTER STREET AND SPOFFORD AVE
201104054,BROOKLYN,.,.,.,EASTERN PRKWY PACIFIC,BROOKLYN,.,NEW YORK,Insufficient Information,EASTERN PRKWY PACIFIC
202860561,QUEENS,.,.,.,I O 108 ST QUEENS BLVD,QUEENS,.,NEW YORK,Intersection,108 ST AND QUEENS BLVD
206200574,MANHATTAN,.,.,.,W 34TH ST 7TH AVE,NEW YORK,.,NEW YORK,Intersection,W 34TH ST AND 7TH AVE
211746664,NOT NYC,.,.,.,W 40 ST 7 AVE,.,.,.,Intersection,W 40 ST AND ST 7 AVE
211746875,NOT NYC,.,.,.,WEST 40 STREET 7 AVENUE,.,.,.,Intersection,WEST 40 ST AND STREET 7 AVENUE
212061410,MANHATTAN,.,.,.,I O 2ND AVE E 22 ST,NEW YORK,.,NEW YORK,Intersection,2ND AVE AND E 22 ST
198218296,MANHATTAN,.,.,1607,BROADWAY,NEW YORK,10019,NEW YORK,Full Address,1607 BROADWAY
198218305,NOT NYC,.,.,686,10 AVE,.,.,NEW YORK,Full Address,686 10 AVE
199925312,BROOKLYN,.,.,.,I O KINGS HWY UTICA AVE,BROOKLYN,.,NEW YORK,Intersection,KINGS HWY AND UTICA AVE
200096270,BROOKLYN,.,.,.,14 AVENUE I O 39 STREET,BROOKLYN,.,NEW YORK,Intersection,14 AVENUE AND 39 STREET
200803736,BRONX,.,.,374,EAST 204 STREET,BRONX,10467,NEW YORK,Full Address,374 EAST 204 STREET
200803745,BRONX,.,.,.,W FORDHAM RD DAVIDSON AVE,BRONX,.,NEW YORK,Intersection,W FORDHAM RD AND DAVIDSON AVE
200848818,BRONX,.,.,.,S B VALENTINE 197,BRONX,.,NEW YORK,Intersection,VALENTINE AND 197
200870130,BRONX,.,.,.,EDISON AVE SOMMER PL,BRONX,.,NEW YORK,Intersection,EDISON AVE AND SOMMER PL
201646711,BRONX,3748,52,1147,CROES AVENUE,BRONX,10472,NEW YORK,Full Address,1147 CROES AVENUE
211636444,BROOKLYN,.,.,.,I O 45TH STREET 14TH AVE,BROOKLYN,.,NEW YORK,Intersection,45TH STREET AND 14TH AVE
196611452,BROOKLYN,2002,1,625,ATLANTIC AVENUE,BROOKLYN,11217,NEW YORK,Full Address,625 ATLANTIC AVENUE
198214538,MANHATTAN,738,8,46,9 AVENUE,NEW YORK,10011,NEW YORK,Full Address,46 9 AVENUE
198326655,MANHATTAN,1966,46,449,WEST 125 STREET,NEW YORK,10027,NEW YORK,Full Address,449 WEST 125 STREET
199450965,BRONX,.,.,.,SOUTHERN BLVD I O 178 ST,BRONX,.,NEW YORK,Intersection,SOUTHERN BLVD AND 178 ST
199818035,BROOKLYN,.,.,.,I O BEDFORD AVENUE AVENUE M,BROOKLYN,.,NEW YORK,Insufficient Information,BEDFORD AVENUE AVENUE M
203342242,NOT NYC,.,.,.,53 ST 4 AVE,.,.,NEW YORK,Intersection,53 ST AND 4 AVE
204570310,NOT NYC,.,.,500,8TH AVE,.,.,NEW YORK,Full Address,500 8TH AVE
206029010,BROOKLYN,.,.,.,AVENUE U EAST 65TH ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVENUE U EAST 65TH ST
206239276,MANHATTAN,.,.,.,E 22 STREET 1 AVENUE,NEW YORK,.,NEW YORK,Intersection,E 22 ST AND STREET 1 AVENUE
211595836,QUEENS,.,.,.,LINDEN BLVD NEWBURG STREET,QUEENS,.,NEW YORK,Intersection,LINDEN BLVD AND NEWBURG STREET
211894614,MANHATTAN,.,.,.,I O MARKET MADISON ST,NEW YORK,.,NEW YORK,Insufficient Information,MARKET MADISON ST
212083008,MANHATTAN,.,.,.,GREENWICH AVENUE W 12TH,NEW YORK,.,NEW YORK,Insufficient Information,GREENWICH AVENUE W 12TH
196425049,BROOKLYN,1132,71,785,DEAN STREET,BROOKLYN,11238,NEW YORK,Full Address,785 DEAN STREET
197962820,MANHATTAN,1057,1,680,10 AVENUE,NEW YORK,10036,NEW YORK,Full Address,680 10 AVENUE
198023110,MANHATTAN,.,.,1607,BROADWAY,NEW YORK,10019,NEW YORK,Full Address,1607 BROADWAY
198055514,NOT NYC,.,.,20,TIMES SQUARE,.,.,NEW YORK,Full Address,20 TIMES SQUARE
198228178,MANHATTAN,.,.,.,W 52 ST 9 AVE,NEW YORK,.,NEW YORK,Intersection,W 52 ST AND ST 9 AVE
198312923,MANHATTAN,.,.,.,W 204 ST POST AVE,NEW YORK,.,NEW YORK,Intersection,W 204 ST AND ST POST AVE
199106427,QUEENS,1977,23,103-22,42 AVENUE,CORONA,11368,NEW YORK,Full Address,103-22 42 AVENUE
199157274,BRONX,.,.,.,N B MORRIS AVE I O E 153 ST,BRONX,.,NEW YORK,Intersection,MORRIS AVE AND E 153 ST
199781176,BROOKLYN,.,.,.,AVE L EAST 24TH ST N B,BROOKLYN,.,NEW YORK,Intersection,AVE L EAST 24TH ST AND N B
199831180,BROOKLYN,.,.,.,SE CORNER 14 AVE BAY RIDGE P,BROOKLYN,.,NEW YORK,Intersection,SE CORNER 14 AVE AND BAY RIDGE P
199890617,BROOKLYN,4898,41,4401,SNYDER AVENUE,BROOKLYN,11203,NEW YORK,Full Address,4401 SNYDER AVENUE
200290889,BROOKLYN,6990,1,2201,NEPTUNE AVENUE,BROOKLYN,11224,NEW YORK,Full Address,2201 NEPTUNE AVENUE
201015257,BRONX,4200,35,1820,WILLIAMSBRIDGE ROAD,BRONX,10461,NEW YORK,Full Address,1820 WILLIAMSBRIDGE ROAD
